"Ark Naturals Deal - Must See!","Available starting 8AM - 92% off deal for dogs and cats.","PetFlow Recurring Customers","Dec 26, 2013 08:00 am",Thursday,50467,50446,15,6,21,1,0,8558,16.96%,11577,478,0.95%,593,68,8,0,0,646422db8d,"19,755.81%",$18.11,"$3,577.81",666,154,19.737237237237,1.05%,08:06,11.86%,$0.00,66,9.91%,$5.37,$54.21
"$25 off BLUE","One more chance to save up to $25 on Blue Buffalo.  Expires in 3 days.","Brand Lists","Dec 26, 2013 07:49 am",Thursday,20139,20118,11,10,21,2,1,2743,13.63%,3523,112,0.56%,140,67,10,0,0,cfbdd9bd42,"37,049.29%",$7.23,"$2,677.52",170,49,15.952941176471,0.59%,05:010,14.71%,$0.00,23,13.53%,$15.75,$116.41
"Natural Balance on SALE","BIG News - Natural Balance ON SALE!","Brand Lists","Dec 23, 2013 01:37 pm",Monday,11308,11236,28,44,72,0,0,2022,18.00%,2718,222,1.98%,266,53,10,0,0,e591ed0853,"47,955.16%",$4.06,"$1,945.97",296,97,13.172297297297,0.68%,04:35,9.80%,$0.00,24,8.11%,$6.57,$81.08
"Happy Holidays (copy 04)","Happy Holidays - Here's $5.00 for you!  Enjoy!!",LifeScript,"Dec 23, 2013 01:06 pm",Monday,65002,64970,21,11,32,2,0,4247,6.54%,5717,154,0.24%,187,50,21,0,0,a21034cc06,260.74%,$23.33,$60.82,169,92,7.698224852071,1.78%,02:33,1.18%,$0.00,2,1.18%,$0.36,$30.41
"Happy Holidays (copy 03)","Happy Holidays - Here's $5.00 for you!  Enjoy!!","Product Testers","Dec 23, 2013 12:57 pm",Monday,28523,28488,23,12,35,0,0,3309,11.62%,4948,213,0.75%,244,70,27,0,0,f69bfceb6e,"2,998.58%",$10.24,$306.92,277,101,8.7942238267148,3.25%,03:38,3.97%,$0.00,10,3.61%,$1.11,$30.69
"Happy Holidays !!","Happy Holidays - Here's $5.00 for you!  Enjoy!!","PetFlow Recurring Customers","Dec 23, 2013 12:38 pm",Monday,50491,50465,18,8,26,9,6,10009,19.83%,16425,700,1.39%,868,35,8,0,0,77a5b94212,"42,159.96%",$18.12,"$7,638.87",1092,203,17.091575091575,1.37%,05:47,13.10%,$0.00,116,10.62%,$7.00,$65.85
"Happy Holidays (copy 02)","Happy Holidays - Here's $5.00 for you!  Enjoy!!","Pet Deals","Dec 23, 2013 12:20 pm",Monday,17455,17442,7,6,13,3,1,1356,7.77%,1945,60,0.34%,65,16,7,0,0,0adb31bd0e,0.00%,$6.26,$0.00,60,36,8.7333333333333,1.67%,03:49,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Happy Holidays (copy 01)","Happy Holidays - Here's $5.00 for you!  Enjoy!!","Lifescript 2","Dec 23, 2013 12:19 pm",Monday,93757,93710,31,16,47,7,5,7410,7.91%,10405,326,0.35%,378,158,76,0,0,3bbed884b5,130.39%,$33.64,$43.87,332,214,7.7740963855422,1.20%,03:21,1.81%,$0.00,2,0.60%,$0.13,$21.94
"Happy Holidays","Happy Holidays - Here's $5.00 for you!  Enjoy!!",PetFlow,"Dec 23, 2013 12:17 pm",Monday,280629,280505,88,36,124,28,20,27715,9.88%,39487,1362,0.49%,1695,188,51,0,0,40bb255e52,"11,193.97%",$100.70,"$11,272.80",1700,501,15.848823529412,1.12%,05:41,13.53%,$0.00,190,11.18%,$6.63,$59.33
"Free Shipping (copy 03)","6 Hours Only - Free Shipping NOW.","Special Products Customers","Dec 22, 2013 06:20 pm",Sunday,32599,32573,19,7,26,0,0,5166,15.86%,7098,534,1.64%,632,37,12,0,0,3b9e6a3fab,"30,473.99%",$11.70,"$3,564.91",713,164,17.030855539972,0.98%,07:15,13.74%,$0.00,87,12.20%,$5.00,$40.98
"Free Shipping (copy 02)","6 Hours Only - Free Shipping NOW.",PetFlow,"Dec 22, 2013 06:20 pm",Sunday,280368,280262,74,32,106,3,3,26733,9.54%,36769,1849,0.66%,2229,221,65,0,0,6cbe2e7ab0,"9,086.02%",$100.61,"$9,141.49",2343,663,13.927016645327,1.75%,05:47,9.48%,$0.00,190,8.11%,$3.90,$48.11
"Free Shipping","6 Hours Only - Free Shipping NOW.","PetFlow Recurring Customers","Dec 22, 2013 06:20 pm",Sunday,50395,50371,13,11,24,0,0,7290,14.47%,9907,554,1.10%,669,29,11,0,0,edfc8cf3e7,"20,128.42%",$18.08,"$3,640.09",850,157,16.350588235294,3.18%,06:05,11.06%,$0.00,77,9.06%,$4.28,$47.27
"Free Shipping Doorbusters (copy 01)","TODAY ONLY: One more chance for free shipping on all discounted doorbusters.  Ends tonight!",PetFlow,"Dec 21, 2013 02:26 pm",Saturday,280532,280399,85,48,133,3,1,26312,9.38%,35457,1996,0.71%,2436,207,66,0,0,75f608663a,"10,697.59%",$100.67,"$10,769.20",2574,659,13.916472416472,1.28%,05:57,10.26%,$0.00,224,8.70%,$4.18,$48.08
"$25 off BLUE (copy 01)","$25.00 off Blue Buffalo - Expires soon, please hurry.","Brand Lists","Dec 20, 2013 08:10 am",Friday,20031,20015,8,8,16,2,2,3034,15.16%,4023,184,0.92%,238,63,7,0,0,7d0c640037,"64,443.49%",$7.19,"$4,632.30",235,90,19.527659574468,0.85%,06:16,19.15%,$0.00,42,17.87%,$19.71,$110.29
"Savory Prime Bones (copy 06)","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!","Special Products Customers","Dec 20, 2013 08:00 am",Friday,32655,32564,86,5,91,0,0,4566,14.02%,6039,340,1.04%,444,41,8,0,0,651d233fa9,,,,,,,,,,,,,,
"Savory Prime Bones (copy 07)","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!",LifeScript,"Dec 20, 2013 08:00 am",Friday,65100,65052,43,5,48,2,0,3507,5.39%,4460,72,0.11%,103,46,22,0,0,5fa7726435,,,,,,,,,,,,,,
"Savory Prime Bones (copy 08)","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!","Pet Deals","Dec 20, 2013 08:00 am",Friday,17495,17475,19,1,20,0,0,1096,6.27%,1384,31,0.18%,31,28,8,0,0,2cb84198d2,,,,,,,,,,,,,,
"Savory Prime Bones","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!",PetFlow,"Dec 20, 2013 08:00 am",Friday,105575,105513,35,27,62,2,2,8189,7.76%,10422,337,0.32%,409,78,18,0,0,95267578bc,,,,,,,,,,,,,,
"Savory Prime Bones (copy 01)","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!",PetFlow,"Dec 20, 2013 08:00 am",Friday,174927,174845,50,32,82,3,2,13053,7.47%,16391,509,0.29%,632,135,45,0,0,f14638b5c0,,,,,,,,,,,,,,
"Savory Prime Bones (copy 02)","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!","PetFlow Recurring Customers","Dec 20, 2013 08:00 am",Friday,43333,43274,52,7,59,2,1,6563,15.17%,8460,358,0.83%,450,33,10,0,0,34c7ca8754,,,,,,,,,,,,,,
"Savory Prime Bones (copy 03)","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!","Facebook Sponsored","Dec 20, 2013 08:00 am",Friday,4250,4239,4,7,11,0,0,413,9.74%,580,47,1.11%,52,7,6,0,0,9a8b777949,,,,,,,,,,,,,,
"Savory Prime Bones (copy 04)","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!","Lifescript 2","Dec 20, 2013 08:00 am",Friday,94081,94013,56,12,68,2,3,5955,6.33%,8059,170,0.18%,223,181,63,0,0,19e423a3e8,,,,,,,,,,,,,,
"Savory Prime Bones (copy 05)","Just launched: US Made Savory Prime bones at 90% off.  Vacuum sealed & fresh!","Pet Deals 2","Dec 20, 2013 08:00 am",Friday,7403,7388,10,5,15,3,1,975,13.20%,1379,48,0.65%,55,33,4,0,0,2876a75178,,,,,,,,,,,,,,
"$25 off BLUE","Just launched: $25.00 off Blue Buffalo - 3 Days Only! (Coupons inside)","Brand Lists","Dec 19, 2013 04:04 pm",Thursday,20308,20276,14,18,32,6,3,3628,17.89%,5118,242,1.19%,317,66,4,0,0,4f3f0b7944,"68,122.39%",$7.29,"$4,964.46",321,112,18.096573208723,0.62%,05:48,15.58%,$0.00,48,14.95%,$15.47,$103.43
"$39 Free Shipping (copy 10)","6 Hours Only - Free Shipping LIVE NOW.","Pet Deals 2","Dec 19, 2013 09:00 am",Thursday,7313,7299,10,4,14,0,0,990,13.56%,1339,87,1.19%,100,39,10,0,0,5ac421cc91,"5,058.14%",$2.62,$132.74,91,61,10.274725274725,0.00%,03:42,3.30%,$0.00,3,3.30%,$1.46,$44.25
"$39 Free Shipping (copy 08)","6 Hours Only - Free Shipping LIVE NOW.","Facebook Sponsored","Dec 19, 2013 08:00 am",Thursday,4278,4259,10,9,19,0,0,478,11.22%,638,47,1.10%,53,16,7,0,0,76fa93bb0f,"8,793.18%",$1.54,$134.99,51,8,15.980392156863,3.92%,05:59,11.76%,$0.00,4,7.84%,$2.65,$33.75
"$39 Free Shipping (copy 09)","6 Hours Only - Free Shipping LIVE NOW.","Lifescript 2","Dec 19, 2013 08:00 am",Thursday,94363,94318,31,14,45,0,0,6404,6.79%,8748,294,0.31%,332,194,59,0,0,3afcbd91bb,260.88%,$33.86,$88.34,387,201,7.1627906976744,1.29%,02:26,0.78%,$0.00,3,0.78%,$0.23,$29.45
"$39 Free Shipping (copy 01)","6 Hours Only - Free Shipping LIVE NOW.",LifeScript,"Dec 19, 2013 08:00 am",Thursday,65166,65139,18,9,27,0,0,3645,5.60%,4590,121,0.19%,146,55,17,0,0,048a623035,425.74%,$23.38,$99.56,124,67,8.5241935483871,0.00%,03:03,1.61%,$0.00,1,0.81%,$0.80,$99.56
"$12 off Recur (copy 01)","You've been selected for a $12 off promotion.  See details inside.",PetFlow,"Dec 19, 2013 07:56 am",Thursday,269404,269279,80,45,125,18,10,28761,10.68%,40238,1996,0.74%,2442,178,50,0,0,fa70938d04,"12,474.85%",$96.68,"$12,060.20",2535,715,15.610650887574,1.10%,05:26,8.88%,$0.00,189,7.46%,$4.76,$63.81
"$12 off Recur","You've been selected for a $12 off promotion.  See details inside.","Recurring Credit","Dec 18, 2013 02:41 pm",Wednesday,13808,13765,16,27,43,3,2,3088,22.43%,4680,272,1.98%,337,89,17,0,0,82e4345e8f,"51,478.46%",$4.96,"$2,550.77",371,131,19.455525606469,0.81%,06:39,13.21%,$0.00,42,11.32%,$6.88,$60.73
"New Doorbusters (copy 07)","Many new Doorbusters just went live!  Limited quantities, please hurry!","Pet Deals","Dec 18, 2013 09:45 am",Wednesday,17537,17529,7,1,8,6,3,1203,6.86%,1603,106,0.60%,137,17,7,0,0,c1503981d2,411.87%,$6.29,$25.92,114,59,8.9210526315789,0.00%,04:34,0.88%,$0.00,1,0.88%,$0.23,$25.92
"New Doorbusters (copy 06)","Many new Doorbusters just went live!  Limited quantities, please hurry!",LifeScript,"Dec 18, 2013 09:44 am",Wednesday,65250,65209,25,16,41,0,0,3889,5.96%,5139,200,0.31%,219,55,19,0,0,2b97dcd4e2,432.93%,$23.42,$101.37,227,114,6.0044052863436,1.32%,03:01,0.88%,$0.00,2,0.88%,$0.45,$50.69
"New Doorbusters (copy 05)","Many new Doorbusters just went live!  Limited quantities, please hurry!","Special Products Customers","Dec 18, 2013 09:43 am",Wednesday,32720,32699,16,5,21,1,1,5147,15.74%,7471,912,2.79%,1017,46,12,0,0,bb2c76218c,"35,431.80%",$11.74,"$4,160.27",1175,231,10.403404255319,0.85%,04:34,6.55%,$0.00,63,5.36%,$3.54,$66.04
"New Doorbusters (copy 04)","Many new Doorbusters just went live!  Limited quantities, please hurry!","Pet Deals 2","Dec 18, 2013 09:43 am",Wednesday,7215,7192,11,12,23,0,0,1091,15.17%,1678,212,2.95%,230,44,3,0,0,31606cdf77,0.00%,$2.59,$0.00,227,140,5.431718061674,0.44%,01:57,0.00%,$0.00,0,0.00%,$0.00,$0.00
"New Doorbusters (copy 03)","Many new Doorbusters just went live!  Limited quantities, please hurry!","Lifescript 2","Dec 18, 2013 09:41 am",Wednesday,94731,94692,33,6,39,0,0,6731,7.11%,9838,462,0.49%,524,222,50,0,0,782282dbec,257.01%,$33.99,$87.37,495,291,6.7111111111111,0.81%,02:55,0.61%,$0.00,2,0.40%,$0.18,$43.69
"New Doorbusters (copy 02)","Many new Doorbusters just went live!  Limited quantities, please hurry!","Facebook Sponsored","Dec 18, 2013 09:40 am",Wednesday,4312,4287,20,5,25,0,0,595,13.88%,978,151,3.52%,167,26,6,0,0,c0bc7b6173,"27,866.02%",$1.55,$431.19,187,53,9.096256684492,2.67%,03:42,5.35%,$0.00,10,5.35%,$2.31,$43.12
"New Doorbusters","Many new Doorbusters just went live!  Limited quantities, please hurry!",PetFlow,"Dec 18, 2013 09:36 am",Wednesday,280093,279966,87,40,127,1,2,24612,8.79%,32838,2456,0.88%,2791,255,52,0,0,47d3b4044e,"6,870.33%",$100.51,"$6,905.50",3037,824,9.0717813631874,1.25%,03:42,4.54%,$0.00,112,3.69%,$2.27,$61.66
"Heartland Premium ON SALE (copy 01)","Back in stock!  US Made Bully Sticks at 51% off!","Lifescript 2","Dec 18, 2013 09:00 am",Wednesday,94779,94728,35,16,51,0,0,6325,6.68%,8204,104,0.11%,136,140,51,0,0,f334151666,"1,435.25%",$34.01,$488.15,119,63,10.126050420168,3.36%,03:52,6.72%,$0.00,7,5.88%,$4.10,$69.74
"Heartland Premium ON SALE (copy 01)","Back in stock!  US Made Bully Sticks at 51% off!","Pet Deals","Dec 18, 2013 09:00 am",Wednesday,17541,17530,8,3,11,0,0,1140,6.50%,1409,23,0.13%,24,14,6,0,0,a9a9b029a8,0.00%,$6.29,$0.00,18,12,6.1666666666667,0.00%,01:35,5.56%,$0.00,0,0.00%,$0.00,$0.00
"Free Shipping Doorbusters","TODAY ONLY: One more chance for free shipping on all discounted doorbusters.  Ends tonight!","PetFlow Recurring Customers","Dec 18, 2013 08:31 am",Wednesday,50406,50384,16,6,22,3,0,7592,15.07%,10123,679,1.35%,783,68,4,0,0,cca42fe68c,"29,410.93%",$18.09,"$5,319.93",931,168,18.033297529538,0.64%,07:37,14.72%,$0.00,120,12.89%,$5.71,$44.33
"Heartland Premium ON SALE (copy 01)","Back in stock!  US Made Bully Sticks at 51% off!","PetFlow Recurring Customers","Dec 17, 2013 09:00 pm",Tuesday,43407,43380,16,11,27,1,1,7106,16.38%,9369,362,0.83%,447,51,5,0,0,b4e24b2d16,"25,212.51%",$15.58,"$3,927.27",558,115,15.835125448029,0.90%,05:44,13.08%,$0.00,66,11.83%,$7.04,$59.50
"Heartland Premium ON SALE (copy 01)","Back in stock!  US Made Bully Sticks at 51% off!",PetFlow,"Dec 17, 2013 06:00 pm",Tuesday,254917,254807,69,41,110,7,4,23478,9.21%,30710,1109,0.44%,1345,209,50,0,0,438433b610,"7,360.26%",$91.48,"$6,732.97",1381,401,9.2599565532223,3.04%,04:11,9.05%,$0.00,118,8.54%,$4.88,$57.06
"Spoiled Rotten December Shipments","Your Spoiled Rotten order has shipped!","Spoiled Rotten December Shipments","Dec 17, 2013 01:55 pm",Tuesday,2247,2219,7,21,28,0,0,895,40.33%,2043,347,15.64%,538,1,1,0,0,8f8f137b0f,0.00%,$0.81,$0.00,1,0,2,0.00%,00:04,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Heartland Premium ON SALE (copy 01)","Back in stock!  US Made Bully Sticks at 51% off!","Facebook Sponsored","Dec 17, 2013 10:03 am",Tuesday,4328,4301,24,3,27,1,0,595,13.83%,814,57,1.33%,69,16,6,0,0,a351005f6f,"7,797.26%",$1.55,$121.10,62,21,10.887096774194,0.00%,04:06,4.84%,$0.00,3,4.84%,$1.95,$40.37
"Heartland Premium ON SALE (copy 01)","Back in stock!  US Made Bully Sticks at 51% off!","Special Products Customers","Dec 17, 2013 08:56 am",Tuesday,32797,32752,22,23,45,4,3,5166,15.77%,7175,626,1.91%,764,51,15,0,0,d1e74ab1a8,"64,547.91%",$11.77,"$7,596.81",831,165,13.215403128761,2.05%,05:14,16.25%,$0.00,129,15.52%,$9.14,$58.89
"Wysong Trial (copy 07)","Still Available: Exclusive Trial at 90% off.   (150 left)","PetFlow Recurring Customers","Dec 17, 2013 08:38 am",Tuesday,41926,41908,15,3,18,0,0,3647,8.70%,4766,223,0.53%,271,32,9,0,0,56559ba51a,"9,574.01%",$15.05,"$1,440.43",320,68,22.5,0.63%,07:38,9.69%,$0.00,28,8.75%,$4.50,$51.44
"Wysong Trial (copy 06)","Still Available: Exclusive Trial at 90% off.   (150 left)",PetFlow,"Dec 17, 2013 08:37 am",Tuesday,255258,255158,64,36,100,2,1,13155,5.16%,16815,600,0.24%,749,179,38,0,0,d5dad09379,"3,131.20%",$91.60,"$2,868.17",785,236,19.157961783439,0.51%,06:27,9.55%,$0.00,68,8.66%,$3.65,$42.18
"Wysong Trial (copy 05)","Just launched: Exclusive Trial at 90% off.   (First 500 customers only)","Pet Deals","Dec 16, 2013 06:07 pm",Monday,17575,17564,6,5,11,1,1,1531,8.72%,2143,51,0.29%,64,26,9,0,0,cc98d3e0c9,"1,147.65%",$6.31,$72.38,52,32,21.576923076923,0.00%,09:38,5.77%,$0.00,3,5.77%,$1.39,$24.13
"Wysong Trial (copy 04)","Just launched: Exclusive Trial at 90% off.   (First 500 customers only)",LifeScript,"Dec 16, 2013 06:05 pm",Monday,65348,65317,24,7,31,0,0,4480,6.86%,6136,95,0.15%,129,63,20,0,0,5db5fbbdc3,606.31%,$23.45,$142.18,115,53,15.295652173913,0.00%,05:29,2.61%,$0.00,3,2.61%,$1.24,$47.39
"Wysong Trial (copy 03)","Just launched: Exclusive Trial at 90% off.   (First 500 customers only)","PetFlow Recurring Customers","Dec 16, 2013 05:33 pm",Monday,50523,50490,22,11,33,3,3,10265,20.33%,13630,699,1.38%,850,34,12,0,0,9173fa99a5,"20,990.87%",$18.13,"$3,805.70",959,195,19.08133472367,0.73%,06:37,10.32%,$0.00,86,8.97%,$3.97,$44.25
"Wysong Trial (copy 02)","Just launched: Exclusive Trial at 90% off.   (First 500 customers only)","Pet Deals 2","Dec 16, 2013 05:33 pm",Monday,7026,6995,13,18,31,0,0,1233,17.63%,1721,53,0.76%,62,37,8,0,0,3747ac566b,0.00%,$2.52,$0.00,52,27,10.769230769231,5.77%,05:08,1.92%,$0.00,0,0.00%,$0.00,$0.00
"Wysong Trial (copy 01)","Just launched: Exclusive Trial at 90% off.   (First 500 customers only)","Lifescript 2","Dec 16, 2013 05:32 pm",Monday,95197,95150,37,10,47,2,3,8188,8.61%,11947,223,0.23%,276,256,84,0,0,06d5f45608,458.94%,$34.16,$156.78,222,146,11.576576576577,0.90%,03:50,2.70%,$0.00,5,2.25%,$0.71,$31.36
"Wysong Trial","Just launched: Exclusive Trial at 90% off.   (First 500 customers only)",PetFlow,"Dec 16, 2013 05:31 pm",Monday,280163,280041,79,43,122,5,5,31127,11.12%,40735,1704,0.61%,2155,205,49,0,0,0214f86c14,"7,457.31%",$100.54,"$7,497.35",2256,601,19.015514184397,1.20%,06:42,9.04%,$0.00,174,7.71%,$3.32,$43.09
"TShirts (copy 05)","Every pet lover will love this gift - 70 designs to choose from.","PetFlow Recurring Customers","Dec 16, 2013 08:17 am",Monday,50413,50378,23,12,35,5,2,7807,15.50%,10117,502,1.00%,599,50,10,0,0,bc2e31f53a,"14,954.79%",$18.09,"$2,705.44",728,146,16.023351648352,0.96%,05:35,5.91%,$0.00,43,5.91%,$3.72,$62.92
"TShirts (copy 04)","Every pet lover will love this gift - 70 designs to choose from.",LifeScript,"Dec 16, 2013 08:16 am",Monday,65413,65374,28,11,39,0,0,3862,5.91%,4998,184,0.28%,223,46,25,0,0,217236c316,612.26%,$23.47,$143.72,197,105,10.842639593909,0.51%,03:26,2.03%,$0.00,4,2.03%,$0.73,$35.93
"TShirts (copy 03)","Every pet lover will love this gift - 70 designs to choose from.","Pet Deals 2","Dec 16, 2013 08:15 am",Monday,7018,6969,28,21,49,2,0,1139,16.34%,1512,123,1.76%,151,38,8,0,0,610c79177a,"3,053.90%",$2.52,$76.91,145,87,11.489655172414,0.00%,02:59,1.38%,$0.00,2,1.38%,$0.53,$38.46
"TShirts (copy 02)","Every pet lover will love this gift - 70 designs to choose from.","Lifescript 2","Dec 16, 2013 08:15 am",Monday,95434,95371,32,31,63,1,0,6949,7.29%,9306,395,0.41%,469,207,67,0,0,6ce79355c8,134.09%,$34.25,$45.92,464,279,9.4094827586207,1.51%,02:52,0.22%,$0.00,1,0.22%,$0.10,$45.92
"TShirts (copy 01)","Every pet lover will love this gift - 70 designs to choose from.","Facebook Sponsored","Dec 16, 2013 08:15 am",Monday,4248,4214,24,10,34,0,0,606,14.38%,834,96,2.28%,104,14,7,0,0,3276583271,"10,393.58%",$1.52,$158.44,130,30,13.915384615385,0.77%,04:44,3.08%,$0.00,3,2.31%,$1.22,$52.81
TShirts,"Every pet lover will love this gift - 70 designs to choose from.",PetFlow,"Dec 16, 2013 08:14 am",Monday,279575,279422,98,55,153,4,1,25304,9.06%,32499,1543,0.55%,1794,219,52,0,0,c0d8793cfc,"3,415.64%",$100.33,"$3,426.77",2000,578,12.3305,1.35%,03:51,3.90%,$0.00,68,3.40%,$1.71,$50.39
"$8 off Toys and Treats (copy 06)","Don't miss this: Here's $8.00 off for this holiday!",PetFlow,"Dec 14, 2013 09:00 am",Saturday,254272,254139,100,33,133,5,2,12708,5.00%,17758,1315,0.52%,1608,169,61,0,0,dd5b268ccf,"8,120.66%",$91.25,"$7,409.77",1675,575,17.954029850746,1.01%,06:19,8.84%,$0.00,118,7.04%,$4.42,$62.79
"$8 off Toys and Treats (Again)","Don't miss this: Here's $8.00 off for this holiday","PetFlow Recurring Customers","Dec 14, 2013 08:00 am",Saturday,40991,40963,22,6,28,0,0,3613,8.82%,5142,453,1.11%,551,29,9,0,0,289eb66c25,"28,227.11%",$14.71,"$4,152.12",728,124,18.269230769231,1.65%,05:50,10.71%,$0.00,67,9.20%,$5.70,$61.97
"$8 off Toys and Treats (copy 05)","Here's $8.00 off for this holiday!","Lifescript 2","Dec 14, 2013 08:00 am",Saturday,88855,88802,31,22,53,3,0,4155,4.68%,6266,494,0.56%,599,223,59,0,0,f5a35b0b54,876.75%,$31.89,$279.56,539,382,9.3970315398887,0.93%,04:01,0.93%,$0.00,6,1.11%,$0.52,$46.59
"Holiday25 (copy 06)","$10.00 off for you today","Pet Deals","Dec 13, 2013 09:56 am",Friday,17625,17599,8,18,26,0,0,1412,8.02%,1841,87,0.49%,104,27,11,0,0,9259b687bb,"3,628.60%",$6.32,$229.50,109,49,12.183486238532,0.92%,04:35,4.59%,$0.00,4,3.67%,$2.11,$57.38
"Holiday25 (copy 05)","$10.00 off for you today",LifeScript,"Dec 13, 2013 09:56 am",Friday,65505,65480,23,2,25,1,1,4427,6.76%,6131,142,0.22%,163,58,19,1,0,768c9458dd,101.63%,$23.51,$23.89,161,96,7.7204968944099,0.62%,02:42,1.86%,$0.00,1,0.62%,$0.15,$23.89
"Holiday25 (copy 04)","$10.00 off for you today","Facebook Sponsored","Dec 13, 2013 09:54 am",Friday,4239,4194,30,15,45,5,5,735,17.53%,1151,56,1.34%,66,42,18,0,0,eade3cc24e,"13,149.73%",$1.52,$200.03,68,17,20.176470588235,2.94%,06:28,7.35%,$0.00,5,7.35%,$2.94,$40.01
"Holiday25 (copy 03)","$10.00 off for you today","Product Testers","Dec 13, 2013 09:53 am",Friday,28578,28558,14,6,20,4,1,3176,11.12%,4451,159,0.56%,190,87,19,0,0,dce21c352c,"3,526.09%",$10.26,$361.61,204,62,13.058823529412,5.88%,04:39,3.43%,$0.00,7,3.43%,$1.77,$51.66
"Holiday25 (copy 02)","$10.00 off for you today",PetFlow,"Dec 13, 2013 09:52 am",Friday,279512,279356,109,47,156,19,14,29497,10.56%,41340,1645,0.59%,1990,189,63,0,0,00cfdf4eb8,"14,939.98%",$100.30,"$14,985.30",2226,599,17.59209344115,1.26%,06:010,12.22%,$0.00,237,10.65%,$6.73,$63.23
"Holiday25 (copy 01)","$10.00 off for you today","Pet Deals 2","Dec 13, 2013 09:45 am",Friday,6535,6490,32,13,45,1,0,1298,20.00%,1863,124,1.91%,135,48,6,0,0,b0d4e01e7b,0.00%,$2.35,$0.00,133,95,11.052631578947,0.00%,04:21,0.75%,$0.00,0,0.00%,$0.00,$0.00
Holiday25,"$10.00 off for you today","Lifescript 2","Dec 13, 2013 09:43 am",Friday,96127,96039,62,26,88,2,0,7672,7.99%,11059,324,0.34%,387,235,88,0,0,f492461612,381.27%,$34.50,$131.52,366,229,8.6092896174863,1.09%,04:23,1.37%,$0.00,3,0.82%,$0.36,$43.84
"$8 off Toys and Treats (copy 04)","Here's $8.00 off for this holiday!",LifeScript,"Dec 12, 2013 06:00 pm",Thursday,65575,65536,22,17,39,3,0,4834,7.38%,7159,368,0.56%,429,56,19,0,0,d581107d34,"1,063.88%",$23.53,$250.35,397,226,9.4005037783375,2.52%,03:01,1.76%,$0.00,6,1.51%,$0.63,$41.73
"$8 off Toys and Treats (copy 03)","Here's $8.00 off for this holiday!","PetFlow Recurring Customers","Dec 12, 2013 09:01 am",Thursday,50448,50425,14,9,23,4,3,10339,20.50%,16453,1291,2.56%,1594,48,13,0,0,499c384bb9,"65,267.48%",$18.10,"$11,815.60",1995,385,19.880701754386,1.60%,06:43,11.08%,$0.00,198,9.92%,$5.92,$59.67
"$8 off Toys and Treats (copy 02)","Here's $8.00 off for this holiday!","Lifescript 2","Dec 12, 2013 09:00 am",Thursday,96534,96391,87,56,143,13,6,8410,8.72%,12635,875,0.91%,1032,263,96,0,0,d4f2239e55,259.00%,$34.64,$89.72,1034,692,9.1450676982592,1.84%,03:17,0.48%,$0.00,3,0.29%,$0.09,$29.91
"$8 off Toys and Treats (copy 01)","Here's $8.00 off for this holiday!",PetFlow,"Dec 12, 2013 08:57 am",Thursday,279128,278955,113,60,173,11,8,28280,10.14%,41144,2845,1.02%,3714,240,63,0,0,269561cdda,"17,471.98%",$100.17,"$17,500.90",3791,1115,18.477446584015,1.64%,05:59,9.73%,$0.00,313,8.26%,$4.62,$55.91
"$8 off Toys and Treats","Here's $8.00 off for this holiday!","Facebook Sponsored","Dec 12, 2013 08:53 am",Thursday,3618,3578,28,12,40,1,0,634,17.72%,1017,111,3.10%,143,25,7,0,0,86579eab3c,"20,708.98%",$1.30,$268.87,132,33,16.719696969697,0.76%,05:18,6.06%,$0.00,8,6.06%,$2.04,$33.61
"Hill's Ideal Balance","LIMITED TIME OFFER - Save $10 on Hill's Ideal Balance","Lifescript 2","Dec 11, 2013 09:00 am",Wednesday,97003,96845,123,35,158,1,0,7140,7.37%,9553,105,0.11%,118,342,85,0,0,ebef88ccf9,141.20%,$34.81,$49.15,141,68,5.8652482269504,0.71%,03:11,1.42%,$0.00,1,0.71%,$0.35,$49.15
"Hill's Ideal Balance (copy 01)","LIMITED TIME OFFER - Save $10 on Hill's Ideal Balance",PetFlow,"Dec 11, 2013 09:00 am",Wednesday,278656,278454,132,70,202,1,0,23587,8.47%,29129,450,0.16%,533,256,52,0,0,73af586a94,"1,953.12%",$100.00,"$1,953.05",533,186,15.446529080675,0.75%,04:31,6.38%,$0.00,23,4.32%,$3.66,$84.92
"Hill's Ideal Balance (copy 02)","LIMITED TIME OFFER - Save $10 on Hill's Ideal Balance","Pet Deals 2","Dec 11, 2013 09:00 am",Wednesday,6114,6081,31,2,33,0,0,945,15.54%,1228,18,0.30%,20,47,7,0,0,e91fd081b1,0.00%,$2.19,$0.00,16,11,8.375,0.00%,01:33,0.00%,$0.00,0,0.00%,$0.00,$0.00
